COUNTY,CENTER,PHONE,AGES,CAPACITY,CITY,ADDR1,ADDR2,ZIP,Full Address,lon,lat
Passaic,Bright Beginnings Learning Center & Daycare,973-874-0493,0 to 13,102,Newfoundland,65 La Rue Road,,7435,"65 La Rue Road,Newfoundland, NJ 7435",NA,NA
Hudson,All Season Child Care Center,201-780-1892,0 to 13,61,Harrison,111 - 115 Frank Rodger Blvd So,,7029,"111 - 115 Frank Rodger Blvd So,Harrison, NJ 7029",NA,NA
Bergen,B L C Pilgrim Inc.,201-585-1550,0 to 6,72,Fort Lee,1418 Bergen Blvd,,7024,"1418 Bergen Blvd,Fort Lee, NJ 7024",NA,NA
Burlington,Puddle Jumpers Academy,856-722-8999,0 to 13,110,Moorestown,235 Strawbridge Drive,,8057,"235 Strawbridge Drive,Moorestown, NJ 8057",NA,NA
Camden,New Hope Academy,856-252-7868,0 to 13,45,Cherry Hill,1989 Marlton Pike E,,8003,"1989 Marlton Pike E,Cherry Hill, NJ 8003",NA,NA
Monmouth,"Happy Hours Learning Center, LLC",732-583-8704,0 to 13,65,Aberdeen,1 Woodbrook Drive,,7747,"1 Woodbrook Drive,Aberdeen, NJ 7747",NA,NA
Monmouth,"The Malvern School of Freehold, Inc.",610-558-3700,0 to 13,146,Freehold,165 Elton-Adelphia Road,,7728,"165 Elton-Adelphia Road,Freehold, NJ 7728",NA,NA
Essex,The Goddard School,973-227-5577,0 to 13,155,Fairfield,76 Little Falls Road,,7004,"76 Little Falls Road,Fairfield, NJ 7004",NA,NA
Monmouth,Manalapan Montessori,732-536-8181,0 to 13,120,Manalapan,100 Bridge Plaza Drive,,7726,"100 Bridge Plaza Drive,Manalapan, NJ 7726",NA,NA
Somerset,Seedlings Infant Toddler Preschool,908-369-8890,0 to 13,138,Hillsborough,302 South Branch Road,,8844,"302 South Branch Road,Hillsborough, NJ 8844",NA,NA
Essex,Divine Direction Learning Center,908-884-3642,0 to 13,109,Irvington,219-223 Orange Avenue,,7111,"219-223 Orange Avenue,Irvington, NJ 7111",NA,NA
Essex,Kiddie Academy of West Caldwell,973-227-4382,0 to 13,165,West Caldwell,810 Passaic Avenue,,7006,"810 Passaic Avenue,West Caldwell, NJ 7006",NA,NA
Camden,"Kiddie Junction Two, LLC",856-227-7787,0 to 6,60,Blackwood,200 College Drive,,8012,"200 College Drive,Blackwood, NJ 8012",NA,NA
Bergen,OV Babies Early Learning - A Reggio Inspired Center,201-845-0022,0 to 6,30,Paramus,95 Route 17 S,,7652,"95 Route 17 S,Paramus, NJ 7652",NA,NA
Union,Super Kids Child Care & Learning Center LLC,908-598-8383,0 to 13,266,Summit,2 Broad Street,,7901,"2 Broad Street,Summit, NJ 7901",NA,NA
Hunterdon,The Goddard School,908-752-4664,0 to 13,148,Clinton,1541 Route 31,,8809,"1541 Route 31,Clinton, NJ 8809",NA,NA
Cape May,"Apple Tree Academy Learning Center, LLC",609-465-4790,0 to 13,44,Cape May Court House,148 Crest Haven Road,,8210,"148 Crest Haven Road,Cape May Court House, NJ 8210",NA,NA
Sussex,Growing and Knowing Academy,973-209-1350,0 to 13,63,Mcafee,Rt 94 Viking Village,Unit 3h & I,7428,"Rt 94 Viking Village,Mcafee, NJ 7428",NA,NA
Camden,Dynamic Minds Daycare and Learning Center LLC,609-220-8755,0 to 13,60,West Berlin,104 Cooper Rd,,8091,"104 Cooper Rd,West Berlin, NJ 8091",NA,NA
Hudson,Hudson Montessori,201-516-0700,0 to 13,185,Jersey City,30 - 50 Regent Street,,7302,"30 - 50 Regent Street,Jersey City, NJ 7302",NA,NA
Union,Temple Sinai Early Childhood Education Program,908-273-4921,0 to 6,47,Summit,208 Summit Avenue,,7901,"208 Summit Avenue,Summit, NJ 7901",NA,NA
Passaic,"RA Clifton Associates, LLC. DBA Lightbridge Academy-Clifton",973-777-2377,0 to 13,175,Clifton,1096 Route 46 West,,07013-2420,"1096 Route 46 West,Clifton, NJ 07013-2420",NA,NA
Monmouth,Jay's Day Care,732-766-3475,0 to 13,49,Neptune,201 Highway 35,,7753,"201 Highway 35,Neptune, NJ 7753",NA,NA
Morris,Greatstart Early Learning Center,973-328-0199,0 to 13,58,Denville,3155 Route 10 East Suite Ll200,,7834,"3155 Route 10 East Suite Ll200,Denville, NJ 7834",NA,NA
Burlington,"Kiddie Kastle Learning Center, Inc",609-835-2500,0 to 13,85,Willingboro,4202 Route 130 North,,8046,"4202 Route 130 North,Willingboro, NJ 8046",NA,NA
Burlington,Youngster University,609-298-1311,0 to 6,52,Bordentown,751 Hilltop Drive,,8505,"751 Hilltop Drive,Bordentown, NJ 8505",NA,NA
Passaic,Greater Bergen Community Action - CD Center,973-546-2634,0 to 6,572,Paterson,500 E 35th Street,,7504,"500 E 35th Street,Paterson, NJ 7504",NA,NA
Passaic,Greater Bergen Community Action - Westside Head Start,973-546-2634,0 to 6,306,Paterson,265 Totowa Avenue,,7502,"265 Totowa Avenue,Paterson, NJ 7502",NA,NA
Monmouth,Bright Kidz Preschool and Daycare,732-854-9500,0 to 13,70,Middletown,1275 Route 35,,7748,"1275 Route 35,Middletown, NJ 7748",NA,NA
Bergen,Appletree Preschool at Hackensack,201-250-8880,0 to 13,60,Hackensack,150 Hudson Street,,7601,"150 Hudson Street,Hackensack, NJ 7601",NA,NA
Passaic,The Lewis Chatman Academy II,973-977-2236,0 to 13,57,Paterson,2 - 4 Auburn Street,,7501,"2 - 4 Auburn Street,Paterson, NJ 7501",NA,NA
Union,Primrose School at Mountainside,908-228-5589,0 to 13,212,Mountainside,1038 Springfield Ave,,7092,"1038 Springfield Ave,Mountainside, NJ 7092",NA,NA
Camden,Little Red Robins Daycare LLC,609-381-3530,0 to 13,45,Barrington,120 Clements Bridge Road,,8007,"120 Clements Bridge Road,Barrington, NJ 8007",NA,NA
Camden,Creative Minds Academy,609-929-7404,0 to 13,34,West Berlin,305 Cedar Avenue,,8091,"305 Cedar Avenue,West Berlin, NJ 8091",NA,NA
Monmouth,Preschool Of The Arts,732-927-7079,0 to 6,36,Deal,100 Grant Avenue,,7723,"100 Grant Avenue,Deal, NJ 7723",NA,NA
Middlesex,Young Learners Academy,732-752-5555,0 to 13,30,Middlesex,748 Bound Brook Road,,8846,"748 Bound Brook Road,Middlesex, NJ 8846",NA,NA
Essex,Milza'z Kidz Academy LLC,973-493-8559,0 to 13,30,West Orange,11 Hutton Avenue,,7052,"11 Hutton Avenue,West Orange, NJ 7052",NA,NA
Morris,Towne Montessori School,973-885-8339,0 to 13,60,Boonton,730 Birch Street,,7005,"730 Birch Street,Boonton, NJ 7005",NA,NA
Hudson,"New Heaven Daycare Center, LLC",201-332-7077,0 to 13,43,Jersey City,196 Martin Luther King Drive,,7305,"196 Martin Luther King Drive,Jersey City, NJ 7305",NA,NA
Middlesex,Precious Gems Montessori,732-635-1300,0 to 13,45,Metuchen,10 Jersey Avenue,,8840,"10 Jersey Avenue,Metuchen, NJ 8840",NA,NA
Camden,Today's Learning Center operated by Voorhees Academy LLC,856-772-2852,0 to 13,116,Voorhees,1201 White Horse Rd,,8043,"1201 White Horse Rd,Voorhees, NJ 8043",NA,NA
Monmouth,"The Malvern School of Marlboro, Inc.",732-780-1700,0 to 13,145,Marlboro,130 South Main Street,,7746,"130 South Main Street,Marlboro, NJ 7746",NA,NA
Hudson,Bright Horizons at Plaza 3 Jersey City,201-433-6370,0 to 6,86,Jersey City,152 Plaza 3,,7311,"152 Plaza 3,Jersey City, NJ 7311",NA,NA
Somerset,Our Little Schoolhouse,732-868-9119,0 to 13,49,Somerset,316 Elizabeth Ave,,8873,"316 Elizabeth Ave,Somerset, NJ 8873",NA,NA
Union,Temple Community Development Corporation #3,908-527-7877,0 to 6,26,Elizabeth,134 1st Street,,7206,"134 1st Street,Elizabeth, NJ 7206",NA,NA
Passaic,Ann's Little Angels Daycare and Academy Inc.,973-925-5517,0 to 13,45,Paterson,39 E 39th Street,,7514,"39 E 39th Street,Paterson, NJ 7514",NA,NA
Essex,"Rainbow Montessori, Inc.",973-338-8300,0 to 6,83,Bloomfield,1293 Broad Street,,7003,"1293 Broad Street,Bloomfield, NJ 7003",NA,NA
Hudson,The Wonder Years,201-360-2027,0 to 6,25,Jersey City,255 Central Ave,,7307,"255 Central Ave,Jersey City, NJ 7307",NA,NA
Hudson,"Liberty Montessori : The Place for Learning, LLC",,0 to 13,30,Jersey City,6 Chapel Ave,,7305,"6 Chapel Ave,Jersey City, NJ 7305",NA,NA
Cape May,The Learning Garden,609-624-9072,0 to 13,56,Ocean View,115 Corson Tavern Road,,8230,"115 Corson Tavern Road,Ocean View, NJ 8230",NA,NA
Somerset,Warren Giving Nest,732-893-8222,0 to 6,28,Warren,109 Washington Valley Road,,7059,"109 Washington Valley Road,Warren, NJ 7059",NA,NA
Bergen,Gan Aviv Day Care,201-452-4549,0 to 13,22,New Milford,275 Mckinley Avenue,,7646,"275 Mckinley Avenue,New Milford, NJ 7646",NA,NA
Sussex,"Building Blocks for Tots, LLC",973-600-3472,0 to 13,48,Sussex,70 - 72 East Main Street,,7461,"70 - 72 East Main Street,Sussex, NJ 7461",NA,NA
Camden,Tiny Little Pieces Learning Center,856-986-5722,0 to 6,72,Bellmawr,367 W. Browning Rd,,8031,"367 W. Browning Rd,Bellmawr, NJ 8031",NA,NA
Middlesex,"Harbor Learning Center, LLC",732-634-0622,0 to 6,67,Sewaren,105 Woodbridge Avenue,,7077,"105 Woodbridge Avenue,Sewaren, NJ 7077",NA,NA
Atlantic,Usry Head Start Center,856-453-0803,0 to 6,159,Atlantic City,1010 Drexel Avenue,,8401,"1010 Drexel Avenue,Atlantic City, NJ 8401",NA,NA
Atlantic,ACC Gateway Early Learning Center,856-453-0803,0 to 13,39,Mayslanding,5100 Black Horse Pike-Room 122,,8330,"5100 Black Horse Pike-Room 122,Mayslanding, NJ 8330",NA,NA
Ocean,Sunbeam Christian Preschool of Jackson United Methodist Chur,732-833-8808,0 to 6,43,Jackson,United Methodist Church,68 Bennetts Mills Road,8527,"United Methodist Church,Jackson, NJ 8527",NA,NA
Essex,"Executive Kids of Verona, LLC",973-571-9515,0 to 6,93,Verona,271 Grove Avenue Bldg. F,,7044,"271 Grove Avenue Bldg. F,Verona, NJ 7044",NA,NA
Camden,"Kiddie Junction Two, LLC",856-753-1355,0 to 6,45,Berlin,158 W. White Horse Pike,,8009,"158 W. White Horse Pike,Berlin, NJ 8009",NA,NA
Mercer,The Learning Experience,609-426-1145,0 to 13,150,East Windsor,761 Route 33 West,Suite 400,8520,"761 Route 33 West,East Windsor, NJ 8520",NA,NA
Hudson,Connecting Circles Childcare Service,201-668-1016,0 to 6,24,Jersey City,136 Garfield Ave,,7305,"136 Garfield Ave,Jersey City, NJ 7305",NA,NA
Bergen,Appletree Preschool Inc.,201-576-9600,0 to 13,87,River Edge,620 Kinderkamack Road,,7661,"620 Kinderkamack Road,River Edge, NJ 7661",NA,NA
Hudson,"Precious Angels 1, LLC",201-246-1500,0 to 13,30,Kearny,545 Kearny Ave Suite 2,,7032,"545 Kearny Ave Suite 2,Kearny, NJ 7032",NA,NA
Camden,The Malvern School of Voorhees,856-489-4440,0 to 13,135,Voorhees,515 Centennial Blvd,,8043,"515 Centennial Blvd,Voorhees, NJ 8043",NA,NA
Hudson,Kiddie Korner Infant Center,201-332-1423,0 to 13,234,Jersey City,8 - 10 Clifton Place,,7304,"8 - 10 Clifton Place,Jersey City, NJ 7304",NA,NA
Essex,Tiny Treasurers Preschool,973-227-3133,0 to 13,122,Fairfield,22 Madison Road,,7004,"22 Madison Road,Fairfield, NJ 7004",NA,NA
Middlesex,"Montessori Learning House, LLC",732-521-3433,0 to 6,94,Jamesburg,893 Cranbury-South River Road,Suite 209-210,8831,"893 Cranbury-South River Road,Jamesburg, NJ 8831",NA,NA
Somerset,"Bright Beginnings pre-School of NJ, Inc.",732-624-9230,0 to 6,30,Green Brook,923 Washington Ave,,8812,"923 Washington Ave,Green Brook, NJ 8812",NA,NA
Gloucester,Golden Gate Child Care Development Center,856-863-4900,0 to 13,75,Clayton,253 Maple St,,8312,"253 Maple St,Clayton, NJ 8312",NA,NA
Cumberland,Golden Gate Academy,609-868-4926,0 to 13,60,Vineland,2120 N Delsea Dr,,8360,"2120 N Delsea Dr,Vineland, NJ 8360",NA,NA
Hudson,Starting Points of Hudson County,,0 to 13,420,Jersey City,254 Bartholdi Ave,,7305,"254 Bartholdi Ave,Jersey City, NJ 7305",NA,NA
Morris,Primrose School of Florham Park,973-377-7724,0 to 13,213,Florham Park,31 Columbia Turnpike,,7932,"31 Columbia Turnpike,Florham Park, NJ 7932",NA,NA
Morris,"Kindercare Learning Center, LLC",973-635-0009,0 to 13,142,Chatham,45 Main Street,,7928,"45 Main Street,Chatham, NJ 7928",NA,NA
Morris,Kidoodle Learning Center,973-850-6570,0 to 13,75,Butler,1360 Route 23 North Sute 6,,7405,"1360 Route 23 North Sute 6,Butler, NJ 7405",NA,NA
Camden,"Children of America Clementon, LLC",856-783-1174,0 to 13,180,Gloucester Township,1236 Chews Landing Road,,8021,"1236 Chews Landing Road,Gloucester Township, NJ 8021",NA,NA
Cape May,Woodbine Head Start Center,856-453-0803,0 to 6,38,Woodbine,406 Monroe Avenue,,8270,"406 Monroe Avenue,Woodbine, NJ 8270",NA,NA
Union,KSR Kids LLC DBA Lightbridge Academy-Westfield,908-380-7136,0 to 13,179,Westfield,751 Central Avenue,,7090,"751 Central Avenue,Westfield, NJ 7090",NA,NA
Mercer,"Quakerbridge Early Learning, LLC dba Kiddie Academy of Hamil",609-588-8808,0 to 13,170,Hamilton,3848 Quakerbridge Road,,8619,"3848 Quakerbridge Road,Hamilton, NJ 8619",NA,NA
Atlantic,Giggles and Sribbles Preschool Daycare II,609-652-5400,0 to 13,58,Galloway,"45 S New York Avenue, Unit 219",,8205,"45 S New York Avenue, Unit 219,Galloway, NJ 8205",NA,NA
Essex,"Drake Properties, INC. DBA Lightbridge Academy-West Caldwell",973-882-1111,0 to 13,181,West Caldwell,1104 Bloomfield Avenue,,7006,"1104 Bloomfield Avenue,West Caldwell, NJ 7006",NA,NA
Union,Sproutlings Educational Childcare,908-665-2755,0 to 13,109,New Providence,755 Central Ave,,7974,"755 Central Ave,New Providence, NJ 7974",NA,NA
Passaic,Sandy's Kinderland,973-470-8585,0 to 13,80,Clifton,22 Colfax Avenue,,7013,"22 Colfax Avenue,Clifton, NJ 7013",NA,NA
Middlesex,Over The Rainbow,732-246-1636,0 to 6,23,Highland Park,24 South Third Avenue,,8904,"24 South Third Avenue,Highland Park, NJ 8904",NA,NA
Bergen,Groovy Connections,201-937-3577,0 to 13,33,Lyndhurst,606 Ridge Road,,7071,"606 Ridge Road,Lyndhurst, NJ 7071",NA,NA
Camden,"Providence Pediatric Medical DayCare, Inc.",856-753-7763,0 to 6,28,West Berlin,411 Commerce Lane,,8091,"411 Commerce Lane,West Berlin, NJ 8091",NA,NA
Hunterdon,Global Pioneer Academy,,0 to 13,171,Readington,3485 Route 22,,8870,"3485 Route 22,Readington, NJ 8870",NA,NA
Essex,Starlight Daycare Center,973-991-1130,0 to 13,60,Newark,372-374 South Orange Avenue,,7103,"372-374 South Orange Avenue,Newark, NJ 7103",NA,NA
Middlesex,Kiddie Academy of North Brunswick,732-688-6756,0 to 13,205,North Brunswick,2400 Route 27,,8902,"2400 Route 27,North Brunswick, NJ 8902",NA,NA
Ocean,Shore Academy,732-899-9400,0 to 13,90,Point Pleasant,1521 Beaver Dam Road,,8742,"1521 Beaver Dam Road,Point Pleasant, NJ 8742",NA,NA
Passaic,Passaic Clifton Playgroup,973-580-8436,0 to 6,23,Passaic,181 Van Houten Avenue,,7055,"181 Van Houten Avenue,Passaic, NJ 7055",NA,NA
Hudson,Firehouse Kids Academy,201-725-7675,0 to 13,96,West New York,625 61st Street,,7093,"625 61st Street,West New York, NJ 7093",NA,NA
Essex,"All About Kids Daycare and Preschool, LLC",973-868-2633,0 to 6,35,Nutley,57 E. Centre Street Bldg. #3,,7110,"57 E. Centre Street Bldg. #3,Nutley, NJ 7110",NA,NA
Morris,Elements of Learning 2,973-545-2211,0 to 13,30,Oak Ridge,5561 Berkshire Valley Road,,7438,"5561 Berkshire Valley Road,Oak Ridge, NJ 7438",NA,NA
Bergen,"Little Explorers Learning Center, Inc.",201-385-0040,0 to 6,30,Bergenfield,71 West Main Street,,7621,"71 West Main Street,Bergenfield, NJ 7621",NA,NA
Hunterdon,"Right At Home Daycare, LLC",908-236-8410,0 to 13,50,Lebanon,1180 US Highway 22,,8833,"1180 US Highway 22,Lebanon, NJ 8833",NA,NA
Bergen,Footprints Preschool,201-759-8308,0 to 6,37,Park Ridge,31 Storms Avenue,,7656,"31 Storms Avenue,Park Ridge, NJ 7656",NA,NA
Middlesex,The Learning Experience,732-602-1200,0 to 13,268,Woodbridge,414 Rahway Avenue,,7095,"414 Rahway Avenue,Woodbridge, NJ 7095",NA,NA
Union,Primrose School of Berkeley Heights,908-418-6225,0 to 13,191,Berkeley Heights,246 Springfield Ave,,7922,"246 Springfield Ave,Berkeley Heights, NJ 7922",NA,NA
Bergen,Hilltop Learning Center,201-933-5105,0 to 13,30,Lyndhurst,500 Valley Brook Avenue,,7071,"500 Valley Brook Avenue,Lyndhurst, NJ 7071",NA,NA
Cumberland,Kid Country,856-378-7423,0 to 13,66,Bridgeton,618 Kenyon Ave,,8302,"618 Kenyon Ave,Bridgeton, NJ 8302",NA,NA
Mercer,The Learning Experience,609-228-3126,0 to 13,179,Hamilton,3225 Nottingham Way,,8619,"3225 Nottingham Way,Hamilton, NJ 8619",NA,NA
Middlesex,Petits Enfants School LLC,732-548-4335,0 to 13,90,Metuchen,17 Oak Avenue,,8840,"17 Oak Avenue,Metuchen, NJ 8840",NA,NA
Middlesex,Stem Academy for Young Kids,732-243-9793,0 to 13,189,Edison,1665 Oak Tree Road,,8820,"1665 Oak Tree Road,Edison, NJ 8820",NA,NA
Camden,Love2Learn Early Learning Academy,856-906-8603,0 to 6,20,Sicklerville,510 Williamstown Road,,8081,"510 Williamstown Road,Sicklerville, NJ 8081",NA,NA
Atlantic,"Busy Body Daycare Center, LLC",609-404-3500,0 to 13,30,Galloway,"311 South New York Road, Suite",,8205,"311 South New York Road, Suite,Galloway, NJ 8205",NA,NA
Hudson,"River School-Warren, LLC",212-243-1270,0 to 6,75,Jersey City,254 - 56 Warren Street,,7302,"254 - 56 Warren Street,Jersey City, NJ 7302",NA,NA
Middlesex,Little Achievers Learning Center,732-325-1134,0 to 13,54,Old Bridge,2 Jocama Blvd,Suite B,8857,"2 Jocama Blvd,Old Bridge, NJ 8857",NA,NA
Essex,Village Babies Development Center,973-378-5906,0 to 6,166,South Orange,401 Valley Street,,7079,"401 Valley Street,South Orange, NJ 7079",NA,NA
Middlesex,Creative Kids Academy,908-753-4477,0 to 6,61,South Plainfield,1615 Clinton Avenue,,7080,"1615 Clinton Avenue,South Plainfield, NJ 7080",NA,NA
Hudson,Waddlers and Toddlers Day Care Center,201-706-2622,0 to 6,30,Jersey City,59 Webster Ave,,7307,"59 Webster Ave,Jersey City, NJ 7307",NA,NA
Monmouth,Genius Kids,,0 to 13,88,Howell Township,29 Newbury Road,,7731,"29 Newbury Road,Howell Township, NJ 7731",NA,NA
Camden,Sunny Days Childrens Academy,267-516-7573,0 to 13,120,Cherry Hill,1210 Chambers Ave,,8002,"1210 Chambers Ave,Cherry Hill, NJ 8002",NA,NA
Middlesex,The Kiddie Network,732-439-1443,0 to 13,60,North Brunswick,1709 Route 130,,8902,"1709 Route 130,North Brunswick, NJ 8902",NA,NA
Bergen,TLC PLUS lll,201-403-4409,0 to 6,117,Saddle Brook,449 Market Street,,7663,"449 Market Street,Saddle Brook, NJ 7663",NA,NA
Burlington,Monkey Bars Learning Center,609-261-0909,0 to 13,50,Mount Holly,454 High Street,,8060,"454 High Street,Mount Holly, NJ 8060",NA,NA
Passaic,The Guardian Child Care Center LLC,973-595-6070,0 to 13,17,Paterson,"145 Presidential Blvd, Suite 2",,7522,"145 Presidential Blvd, Suite 2,Paterson, NJ 7522",NA,NA
Essex,Love Laugh Learn Academic Childcare,201-394-4927,0 to 13,72,Cedar Grove,601 Pompton Avenue,,7009,"601 Pompton Avenue,Cedar Grove, NJ 7009",NA,NA
Morris,NORWESCAP Early Head Start Morris County,908-454-8830,0 to 6,30,Denville,42 Peer Place,,7834,"42 Peer Place,Denville, NJ 7834",NA,NA
Bergen,The Goddard School,201-582-6160,0 to 13,145,Englewood Cliffs,120 Charlotte Place,,7632,"120 Charlotte Place,Englewood Cliffs, NJ 7632",NA,NA
Ocean,The Malvern School of Jackson,732-833-2500,0 to 13,145,Jackson,385 North County Line Road,,8527,"385 North County Line Road,Jackson, NJ 8527",NA,NA
Burlington,The Learning Experience,856-810-1010,0 to 13,156,Evesham,910 Route 73 South,,8053,"910 Route 73 South,Evesham, NJ 8053",NA,NA
Essex,World of Kiddie Kollege,973-372-0022,0 to 13,45,Newark,154 Stuyvesant Avenue,,7106,"154 Stuyvesant Avenue,Newark, NJ 7106",NA,NA
Hudson,Kiddie Academy of Hoboken,973-698-3894,0 to 13,187,Hoboken,112 Sinatra Drive,,7030,"112 Sinatra Drive,Hoboken, NJ 7030",NA,NA
Mercer,Bright Beginnings PreSchool and Daycare Center,609-588-5100,0 to 13,54,Hamiltion,100 Youngs Road Suite 7,,8619,"100 Youngs Road Suite 7,Hamiltion, NJ 8619",NA,NA
Hudson,Key Element Learning,201-200-1160,0 to 6,23,Jersey City,338 Grove Street,,7302,"338 Grove Street,Jersey City, NJ 7302",NA,NA
Atlantic,Dynamic Learning Academy,609-992-8118,0 to 13,70,Hammonton,45 Route 206,,8037,"45 Route 206,Hammonton, NJ 8037",NA,NA
Union,Visions Early Childhood Learning Center,908-668-0212,0 to 13,30,Plainfield,360 Leland Ave,,7062,"360 Leland Ave,Plainfield, NJ 7062",NA,NA
Essex,"Kid's First Adventure, Inc.",973-757-2684,0 to 6,23,Newark,279 14th Avenue,,7103,"279 14th Avenue,Newark, NJ 7103",NA,NA
Hudson,The Brunswick School,201-906-3704,0 to 13,204,Jersey City,189 Brunswick Street,,7302,"189 Brunswick Street,Jersey City, NJ 7302",NA,NA
Morris,Cresthill Academy,973-960-7352,0 to 13,144,East Hanover,39 Ridgedale Ave,,7936,"39 Ridgedale Ave,East Hanover, NJ 7936",NA,NA
Mercer,The Childrens Home Society of NJ Head Start/EHS,,0 to 6,130,Trenton,1198 Southard Street,,8638,"1198 Southard Street,Trenton, NJ 8638",NA,NA
Middlesex,Vidyani Education Center Inc DBA Lightbridge Academy of Plai,609-269-8347,0 to 13,165,Plainsboro,Plainsboro Plaza,10 Schalks Cross Rd Suite 100a,8536,"Plainsboro Plaza,Plainsboro, NJ 8536",NA,NA
Hudson,Bright Star Learning Center,201-798-4300,0 to 13,23,Jersey City,3 Sherman Place,,7307,"3 Sherman Place,Jersey City, NJ 7307",NA,NA
Essex,Watch Me Grow Academy,973-373-1160,0 to 13,34,Irvington,918 Clinton Avenue,,7111,"918 Clinton Avenue,Irvington, NJ 7111",NA,NA
Hudson,Bright Horizons at 1102 Maxwell Lane,201-479-5330,0 to 6,74,Hoboken,1102 Maxwell Lane,,7030,"1102 Maxwell Lane,Hoboken, NJ 7030",NA,NA
Ocean,"Smart Start Academy for Kids, Inc.",732-505-6300,0 to 13,157,Toms River,1508 Lakewood Road Route 9,,8755,"1508 Lakewood Road Route 9,Toms River, NJ 8755",NA,NA
Camden,The Heights School,856-427-4487,0 to 6,72,Haddon Heights,812 Kings Highway,,8035,"812 Kings Highway,Haddon Heights, NJ 8035",NA,NA
Ocean,Young Explorers Childcare Learning Center,732-240-7940,0 to 13,55,Toms River,399-6 Dover Road,,8757,"399-6 Dover Road,Toms River, NJ 8757",NA,NA
Passaic,Basic 2 Mastery Child Development Center,908-590-3709,0 to 13,48,Paterson,750 Broadway,,7514,"750 Broadway,Paterson, NJ 7514",NA,NA
Morris,"My Special Spot Nurturing and Enrichment Center, Inc",973-898-7373,0 to 13,180,Cedar Knolls,13 Wing Drive,,7927,"13 Wing Drive,Cedar Knolls, NJ 7927",NA,NA
Salem,Precious Time Child Development Center,609-432-8983,0 to 13,72,Penns Grove,12 South Broad Street,,8069,"12 South Broad Street,Penns Grove, NJ 8069",NA,NA
Hudson,Bright Horizons at Lincoln Harbor,201-351-5350,0 to 6,112,Weehawken,1000 Harbor Blvd,,7086,"1000 Harbor Blvd,Weehawken, NJ 7086",NA,NA
Essex,Hearts Academy 1,862-224-1204,0 to 13,127,Newark,125 Avon Avenue,,7108,"125 Avon Avenue,Newark, NJ 7108",NA,NA
Somerset,The Orchard Academy,732-469-9444,0 to 13,124,Warren,206 Mt Horeb Road,,7059,"206 Mt Horeb Road,Warren, NJ 7059",NA,NA
Essex,The Leaguers Head Start Early Head Start Program,973-923-7002,0 to 6,60,Newark,302-324 Springfield Avenue,,7103,"302-324 Springfield Avenue,Newark, NJ 7103",NA,NA
Union,Candy Mountain Day Care Center,908-862-6252,0 to 13,28,Winfield,1 Paul M. Greig Way,,7036,"1 Paul M. Greig Way,Winfield, NJ 7036",NA,NA
Hudson,The Learning Experience,201-624-8200,0 to 13,162,North Bergen,7108 Kennedy Blvd,,7047,"7108 Kennedy Blvd,North Bergen, NJ 7047",NA,NA
Essex,5 Stars Learning Center Inc.,973-371-7333,0 to 6,30,Irvington,14 Paine Avenue,,7111,"14 Paine Avenue,Irvington, NJ 7111",NA,NA
Bergen,Goddard School,201-468-9841,0 to 6,153,Elmwood Park,301 Riverfront Boulevard,Suite 1,7407,"301 Riverfront Boulevard,Elmwood Park, NJ 7407",NA,NA
Cumberland,Bumble Bee Academy,856-202-5119,0 to 13,62,Vineland,1940 Sw Blvd,"Bldg B, Unit 104",8360,"1940 Sw Blvd,Vineland, NJ 8360",NA,NA
Camden,Shining Lights Early Childhood Center,856-424-4915,0 to 13,90,Cherry Hill,1720 Springdale Rd,,8003,"1720 Springdale Rd,Cherry Hill, NJ 8003",NA,NA
Hudson,Academy House IV,201-481-0102,0 to 13,65,Jersey City,3000 Kennedy Blvd,,7306,"3000 Kennedy Blvd,Jersey City, NJ 7306",NA,NA
Passaic,Little Prints Day Care,973-777-3900,0 to 13,60,Passaic,39 3rd Street,,7055,"39 3rd Street,Passaic, NJ 7055",NA,NA
Morris,Morris County EduCare & Enrichment Center-Kenvil,973-713-0778,0 to 13,120,Kenvil,659 Route 46,,7847,"659 Route 46,Kenvil, NJ 7847",NA,NA
Morris,"RA-Whippany, LLC. DBA Lightbridge Academy-Whippany",973-386-5520,0 to 13,206,Whippany,24 S. Jefferson Road,,7981,"24 S. Jefferson Road,Whippany, NJ 7981",NA,NA
Bergen,"RA-Mahwah, LLC. DBA Lightbridge Academy-Mahwah",201-529-0066,0 to 13,175,Mahwah,51 Island Road,,7430,"51 Island Road,Mahwah, NJ 7430",NA,NA
Bergen,"RA-Febbco, LLC. DBA Lightbridge Academy-Westwood",201-722-0010,0 to 13,157,Westwood,10 - 20 Kinderkamack Road,,7675,"10 - 20 Kinderkamack Road,Westwood, NJ 7675",NA,NA
Essex,Mont-Vail Day Care Center,973-374-2106,0 to 13,65,Irvington,865-71 Sanford Avenue,,7111,"865-71 Sanford Avenue,Irvington, NJ 7111",NA,NA
Essex,Brighter Tomorrows Childrens Academy and Enrichment Center,973-344-1021,0 to 6,60,Newark,246 18th Avenue,,7108,"246 18th Avenue,Newark, NJ 7108",NA,NA
Union,Building Blocks Day Center at United Methodist Church,908-486-4237,0 to 13,43,Linden,321 N. Wood Ave.,,7036,"321 N. Wood Ave.,Linden, NJ 7036",NA,NA
